Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Bhayaanak Mahal,-1988,113 min,Horror,3.4,8,Baby,Babu Antony,Ravi,Jaya Rekha
Bhayanak Maut,-2000,,Horror,6.5,8,Bhooshan,Sapna Sappu,Jai Thakur,Amit Pachori
Bheema Mera Haathi,-1973,,Drama,4.4,8,Gemini Ganesan,Cho Ramaswamy,Sridevi,Vijayalalitha
Bhoot Ke Peeche Bhoot,-2003,,Horror,3.4,8,Kishan Shah,Hemant Birje,Pinky Chinoy,Mohan Joshi
Bhoot Raaj,-2000,,Horror,3.2,8,Poonam Dasgupta,Prithvi,Satnam Kaur,Shakti Kapoor
Bindiya Mange Bandook,-2001,115 min,Action,3.9,8,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy,Mohan Joshi
Boy Friend,-1993,,Romance,4.4,8,Ramesh U. Lakhiani,Sheeba,Ravi Behl,Kiran Kumar
Brina,-2016,,Drama,7.5,8,Pawan Kumar Sharma,Mandakini Goswami,Rajesh Jais,Sanjay Mishra
Burmah Road,-1962,,Romance,6.1,8,Tara Harish,Ashok Kumar,Sheikh Mukhtar,Kumkum
Buzdil,-1951,,"Drama, Family",6.4,8,Shaheed Latif,Prem Nath,Nimmi,Kishore Sahu
Chaar Maharathi,-1985,137 min,Action,4.5,8,S. Waris Ali,Tina Ambani,Master Bunty,Mithun Chakraborty
Chal Baaz,-1958,,Action,6,8,Nanabhai Bhatt,Nirupa Roy,Paidi Jairaj,Nishi
Chalti Duniya,-1940,,,7.1,8,Gunjal,B. Marzban,Rafiq Ghaznavi,
Champakali,-1957,,"Drama, Fantasy",5.5,8,Nandlal Jaswantlal,Bharat Bhushan,Suchitra Sen,Pran
Chemistry,-2013,,Romance,5.1,8,Sai Kabir,Bharti Achrekar,Karanvir Bohra,Kavin Dave
Chooda Ek Pratha,-2015,,Drama,6.4,8,Ravindra Singh Rajawat,Ravi Jhanghu,Meghna Naidu,Chandrachur Singh
Chor Ho To Aisa,-1978,,"Action, Crime, Drama",5.1,8,Ravi Tandon,Shatrughan Sinha,Reena Roy,Bindu
Coffee House,-2009,,Drama,6.4,8,Gurbir Singh Grewal,Ashutosh Rana,Sakshi Tanwar,Neha Mishra
Daaku,-1975,,"Action, Thriller",5.6,8,Basu Bhattacharya,Kabir Bedi,Bindu,Amrish Puri
Darinda,-2005,76 min,Horror,5.2,8,Kanti Shah,Anil Nagrath,Sapna Sappu,Vinod Tripathi
Darklight,-2019,113 min,Drama,6.5,8,Mayur Hardas,Chandni,Raj Arjun,Ishan Chavan
Darshan,-1941,,,7,8,Chimanlal Luhar,Prem Adib,Jyoti,Bhudo Advani
Deewana Hoon Pagal Nahi,-1998,,"Drama, Family, Action",4.1,8,Mohanji Prasad,Rakesh Bedi,Laxmikant Berde,Vikas Bhalla
Dhoomketu,-1985,113 min,Drama,6.4,8,K. Gopal Krishnan,Manohar Mahajan,,
Divine Temple Khajuraho,-2002,,History,4.2,8,Ashok Kumar,Mamta Kulkarni,Sadhika,Mink Singh
Do Kaliyan,-1948,,,6.9,8,Raja Paranjpe,Badriprasad,Baby Bhate,Gopal Bokre
Do Yaar,-1972,,Action,4.9,8,Kewal Misra,Vinod Khanna,Shatrughan Sinha,Rekha
Dooj Ka Chand,-1964,,"Drama, Family",5,8,Nitin Bose,Raaj Kumar,Saroja Devi B.,Chandrashekhar
Doosri Sita,-1974,,"Drama, Family",6.2,8,Gogi Anand,Ramesh Sharma,Romesh Sharma,Jaya Bachchan
Dreadlocks Story,-2014,83 min,"Documentary, History",8.1,8,Linda Aïnouche,Atma,David Hinds,Bill 'Blade' Howell
Dum: Man Of Power,-2000,,Action,5.1,8,Bhanupriya,Venkatesh Daggubati,Atul Kulkarni,Soundarya
Durgesh Nandini,-1956,,"Fantasy, Musical, Drama",6.5,8,B. Mitra,Pradeep Kumar,Ajit,Nalini Jaywant
Dushman,-1938,144 min,,6.8,8,Nitin Bose,K.L. Saigal,Leela Desai,Najmul Hussain
Dushman Dost,-1981,,"Adventure, Crime, Mystery",7.1,8,Rajesh Khanna,Reena Roy,Rekha,Shatrughan Sinha
Dwarkadhish - Kingdom of Krishna,-2019,,Documentary,8.4,8,Avinash Kumar Singh,,,
Eight Days,-1946,141 min,"Comedy, Drama",6.5,8,D.N. Pai,Ashok Kumar,Ashok Kumar,Veera
Eik Dasttak,-2007,,"Crime, Drama",5,8,Shekhar S. Jha,Amit Behl,Kanika Dang,Vasundhara Das
Ek Aadat,-2010,,"Comedy, Crime, Drama",3.5,8,Prakash Saini,Bhavika T. Alaviye,Kumar Amit,Charlie
Ek Aur Jung,-2001,,Action,5.2,8,Inayat Mahshar,Raj Babbar,Dharmendra,Siddharth Dhawan
Ek Baap Chhe Bete,-1978,132 min,"Comedy, Drama",5.5,8,Mehmood,Mehmood,Moushumi Chatterjee,Tracy Ali
Ek Ghat Ki Kahani,-1987,,Documentary,6.9,8,Goutam Ghose,,,
Ek Gunah Aur Sahi,-1980,,"Action, Crime, Thriller",4.6,8,Yogi Kathuria,Sunil Dutt,Parveen Babi,Gulshan Arora
Ek Rani Aisi Bhi Thi,-2013,,"Biography, History",6.1,8,Gulbahar Singh,Hema Malini,Vinod Khanna,Sachin Khedekar
Ek tha Bhujang,-2015,73 min,Drama,6.9,8,Mohinder Pratap Singh,Yashit Duggal,Siddant Gupta,Pritma Manohar
Faisla Main Karungi,-1995,,Action,3.6,8,Anil Sharma,Shashi Kapoor,Anita Raj,Sadashiv Amrapurkar
Famous Pandey,-2017,104 min,Drama,4.9,8,Ekant Babani,Rahul Bagga,Dharmendra Singh,Meher Vij
Faraar,-1965,137 min,"Mystery, Thriller",6.1,8,Pinaki Bhushan Mukherji,Anil Chatterjee,Balraj Sahni,Shabnam
Game of Ayodhya,-2017,148 min,"Documentary, Drama",6.5,8,Sunil Singh,Arun Bakshi,Abhay Bhargava,Makrand Deshpande
Game Paisa Ladki,-2018,107 min,Drama,5.8,8,Sachin Agarwal,Ishteyak Arif,Deepans Garge,Ashraf Ul Haq
Ganga Aur Ranga,-1994,,Action,3.2,8,Joginder Shelly,Sahila Chaddha,Suresh Chatwal,Anita Chopra
Ganga Bani Shola,-1992,,"Action, Thriller",4.5,8,Kanti Shah,Firoz Irani,Jamuna,Goga Kapoor
Gauri,-1943,,,8.5,8,Kidar Nath Sharma,Monica Desai,Prithviraj Kapoor,Raj Kapoor
Ghost Story - An Abstract Film,-2020,,Horror,8.4,8,Zubair Khan,Farrah Kader,Samidha Kiran,Aabid Shamim
Ghulam Begam Badshah,-1973,123 min,"Drama, Family",6.2,8,Jambulingam,Shatrughan Sinha,Anil Dhawan,Moushumi Chatterjee
Guest House,-1959,,Mystery,6.1,8,Ravindra Dave,Ajit,Shakila,Pran
Guru Ho Jaa Shuru,-1979,,"Action, Crime, Drama",5.5,8,Shiv Kumar,Ashok Kumar,Mahendra Sandhu,Prema Narayan
Guru Mahaaguru,-2002,,"Action, Drama",4.5,8,T.L.V. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Birbal
Haar Jeet,-1940,,,7,8,Amar Mullick,Kanan Devi,Pahadi Sanyal,Meera Dutta
Haar Jeet,-1990,,"Action, Drama, Thriller",3.1,8,Avtar Bhogal,Johny Bakshi,Kabir Bedi,Sudhir Dalvi
Hai Golmaal in White House,-2015,125 min,Comedy,2.5,8,Salar Shaikh,Arun Bakshi,Krishna Bhatt,Rajesh Chowdhury
Hai Meri Jaan,-1991,,"Drama, Family",5.4,8,Roopesh Kumar,Bharat Bhushan,Birbal,Anil Dhawan
Hamara Tiranga,-2018,118 min,"Adventure, Drama, History",7.5,8,Sajeev Balath,Rahul Dev,Harry Key,Thomas Munro
Hamari Yaad Aayegi,-1961,,"Drama, Family",6.8,8,Kidar Nath Sharma,Ashok Sharma,Tanuja,Anand Kumar
Har Har Gange,-1979,135 min,"Adventure, Drama, Fantasy",6.6,8,Babubhai Mistry,Neera,Ashish Kumar,Anjana Mumtaz
Har Har Mahadev,-1950,137 min,Fantasy,6.4,8,Jayant Desai,Nirupa Roy,Trilok Kapoor,Jeevan
Hinsa Par Vijay,-2015,,Family,6.6,8,Kunal Kumar,Vicky Ahuja,Samiksha Bhatt,Sanjay Swaraj
House No. 446,-2021,,"Horror, Thriller",7.8,8,Kritika Sachdeva,Vandana Seth,Vishal Singh,Prince Thakur
I Am Zero,-2019,,Drama,8.2,8,Suraj Tiwari,Raza Murad,Umesh Bajpai,Shradha Singh
Inspector Pratap,-1988,,Action,6.6,8,Nandamuri Balakrishna,Mutyala Subbaiah,Vijayshanti,
ISIS: Enemies of Humanity,-2017,135 min,Action,7.5,8,Yuvraj Kumar,Yuvraj Kumar,Manon Faure,Rasheed Naz
Jaal Saaz,-1969,136 min,Action,6.9,8,Mohammed Hussain,Aravind Sen,Bambi,Bela Bose
Jadoo,-1951,,"Drama, Fantasy",5.8,8,Abdul Rashid Kardar,Suresh,Shyam Kumar,Nalini Jaywant
Jai Chhathi Maa,-2019,141 min,Family,7.8,8,Murari Sinha,Preeti Jhangiani,Ravi Kishan,Gurleen Chopra
Jai Mahalaxmi Maa,-1976,,Fantasy,7.2,8,Vijay Sharma,Ashish Kumar,Kanan Kaushal,Anita Guha
Jai Mahalaxmi Maa,-1997,,Drama,6,8,Prabha Thakur,Asrani,Rajni Bala,Rajesh Dubeay
Jannat,-1949,,,7.1,8,Murtaza Changezi,Rehana,Nazir Kashmiri,Munshi Munakka
Jannat E Milan,-2018,135 min,Musical,2.8,8,Shekhar Ujjaninwal,Rishabh Vaidya,Shakshi Diwedi,Ajay Azad Singh
Jawab,-1942,157 min,Drama,7.6,8,P.C. Barua,Ratin Banerjee,P.C. Barua,Ahindra Choudhury
Jawab,-1955,,"Comedy, Crime, Drama",4.1,8,Ismail Memon,Geeta Bali,Nasir Khan,Johnny Walker
Jawani Ke Gunah,-1989,120 min,Drama,4.6,8,S.R. Pratap,Rakesh Bedi,Sahila Chaddha,Tina Ghai
Josh,-1981,,Action,5.6,8,Raj N. Sippy,Anil Dhawan,Ashok Gaekwad,Helen
Jung Aur Aman,-1968,128 min,,5.1,8,Nanabhai Bhatt,Mumtaz,Dara Singh,Mohan Choti
Junko,-2017,78 min,Crime,3.1,8,Abhinav Thakur,Neelam Deysarkar,Aayush Thakur,Aarav Mavi
Justice,-1973,,"Crime, Drama",6,8,Adurthi Subba Rao,Waheeda Rehman,Vijay Arora,Tanuja
Kaanch Ki Deewar,-1986,,"Drama, Family",4.5,8,M.N. Yasin,Sanjeev Kumar,Smita Patil,Shakti Kapoor
Kahani Kismat Ki,-1999,,Action,4.9,8,Farogh Siddique,Laxmikant Berde,Mithun Chakraborty,Shama Deshpande
Kalka,-1983,,Drama,6,8,Loksen Lalvani,Shatrughan Sinha,Raj Babbar,Rameshwari
Kamlabai,-1992,46 min,Documentary,7.6,8,Reena Mohan,Kamlabai Gokhale,,
Kandy Twist,-2019,113 min,Drama,8.2,8,Shiva Rindani,Dinero Ash,Pari Chaudhary,Greg de Sousa
Kavi,-1954,,Romance,3.6,8,Debaki Bose,Bharat Bhushan,Geeta Bali,Nalini Jaywant
Khooni Insaan,-1988,,Thriller,3.9,8,Priyadarshan,Mohanlal,Renjini,Nedumudi Venu
Khopdi: The Skull,-1999,97 min,Horror,2.8,8,Ramesh U. Lakhiani,Rajesh Bakshi,Shakti Kapoor,Sapna Sappu
Khwab Sare Jhootey,-2020,100 min,Drama,7.8,8,Deepak Baldev,Ajay Gautam,Harsh Kumar,Madhu Narayan
Kismetwala,-1986,90 min,"Action, Drama",4.2,8,S.D. Narang,Mithun Chakraborty,Prem Chopra,Mohan Choti
Kuch Alag Sa,-2014,,Drama,6.6,8,Sanghamitra Chaudhuri,Samiksha Bhatt,,
Lala Hardaul,-2012,147 min,History,7.4,8,Devendra Bhagat,Sachendra Choubey,Divyanka Tripathi Dahiya,Prince Khan
Leatherface,-1939,166 min,"Action, Adventure",6.6,8,Vijay Bhatt,Paidi Jairaj,Miss Mehtab,Shirin Banu
Lohardaga,-2019,120 min,Drama,7.8,8,Lal Vijay Shahdeo,Vijay Raaz,Sanjay Mishra,Akhilendra Mishra
London Calling,-2009,90 min,"Action, Drama, Fantasy",3.8,8,Babbar Subhash,Bobby Khan,Milind Gunaji,Nawab Shah
Love U Crazy Girl,-2014,,Mystery,2.9,8,Bhabhani Prasad,Nitika Sharma,Aamir,Sachin
Love You Krishna,-2019,,"Comedy, Drama, Romance",5.9,8,Stanley Joseph,Zenia Starr,Miranda O'Hare,Kamantha Naidoo
LuvUTurn,-2019,124 min,Romance,6.2,8,Harish Raut,Ruslaan Mumtaz,Adhvik Mahajan,Purva Rana
Maan Apmaan,-1979,,Drama,5.5,8,N.V. Deshpande,Sanjeev Kumar,Sushma Shiromani,Usha Solanki
Maharaja,-1970,,Action,5.6,8,Naresh Saigal,Sanjay Khan,Nutan,Jeevan
Main Phir Aaoongi,-1998,,Horror,2.6,8,K.I. Sheikh,K.K. Goswami,Jay Kalgutkar,Mushtaq Khan
Main Wohi Hoon,-1966,,Mystery,5.2,8,A. Shamsheer,Feroz Khan,Kumkum,I.S. Johar
Majboor,-1964,,"Drama, Family",6.1,8,Narendra Suri,Biswajit Chatterjee,Waheeda Rehman,Lalita Pawar
Mawali No.1,-2002,115 min,Action,3.5,8,Leela Prasad,Sadashiv Amrapurkar,Mithun Chakraborty,Indraja
Mazloom,-1986,,"Action, Crime, Drama",4.8,8,C.P. Dixit,Bina,Feroz,Goga Kapoor
Men Will Be Men,-2011,,Comedy,5.1,8,Gorky,Gaurav Chopra,Zeenal Kamdar,Rajesh Khattar
Mera Dharam,-1986,,"Action, Thriller",4.1,8,Bapu,Jackie Shroff,Amrita Singh,Shakti Kapoor
Mera Dil Tere Liye,-1992,155 min,Romance,4.8,8,S.A. Chandrashekhar,Gopi Bhalla,Dinesh,Aruna Irani
Mera Faisla,-2005,,Action,3.6,8,,,,
Meri Majboorii...,-2006,102 min,"Action, Crime, Drama",3.2,8,Sandeep Bhatt,Tanveer Ahmad,Rakhi Bajaj,Seema Biswas
Miss Mala,-1954,,"Comedy, Mystery",6.1,8,Jayant Desai,Kishore Kumar,Vyjayanthimala,Agha
Morchha,-1980,,"Action, Adventure, Musical",3.9,8,Ravikant Nagaich,Aruna,Ravi Behl,Anita
Much Ado About Knotting,-2012,,Documentary,5.9,8,Geetika Narang Abbasi,Anandana Kapur,,
Mumbai Mast Kallander,-2011,,"Action, Comedy, Crime",5.4,8,Musavir Jaleel,Aman Mihani,Mohsin,Muzzi
Muqabala,-1942,133 min,,5.8,8,Nanabhai Bhatt,Babubhai Mistry,Fearless Nadia,Lala Yaqoob
Musings of an Uninspired Artist,-2020,74 min,Drama,7.5,8,Ronit Jadhav,Ronit Jadhav,,
My Angel My Teacher,-2019,,Drama,6.5,8,Shoib Nikash Shah,Varun Choudhary,Azmat Khwaja,Shoib Nikash Shah
My Husband's Wife,-2010,122 min,Drama,3.1,8,Rati Agnihotri,Prem Chopra,Shakti Kapoor,Mahinder Shera
Nadir Shah,-1968,126 min,History,7.1,8,S.N. Tripathi,Feroz Khan,Kumari Naaz,Sheikh Mukhtar
Nagin Aur Suhagan,-1979,,"Adventure, Drama, Thriller",6.2,8,Shantilal Soni,Vijay Arora,Rita Bhaduri,Mahesh Bhatt
Nashilee Jawani,-1986,,Romance,4.5,8,I.V. Sasi,Krishna Ghattamaneni,Sridevi,
Naulakha Haar,-1953,120 min,"Drama, History",6.2,8,Harsukh Jagneshwar Bhatt,Bhalchandra Shukla,Arvind,Ishwarlal
Nirakar Chhaya,-2007,82 min,Drama,7.5,8,Ashish Avikunthak,,,
Octave,-2002,118 min,Drama,5.1,8,Shaji N. Karun,Rajit Kapoor,Archana,Geshe Thupten-Phelgyei
Pakhi,-2018,100 min,Crime,6.5,8,Sachin Gupta,Anmol Goswami,Sumeet Kant Kaul,Sikander Khan
Pandavas 5,-2013,,Animation,6.1,8,Rudra Matsa,,,
Patiala Dreamz,-2014,120 min,Drama,4,8,Abhishek Saxena,Sarvar Ahuja,Usha Bachani,Amita Nangia
Pativrata,-1965,,,7.8,8,P.S. Murthy,Udaya Kumar,Rajkumar,
Phool,-1945,122 min,Drama,6.5,8,K. Asif,Prithviraj Kapoor,Suraiya,Durga Khote
Piya Milan,-1958,132 min,"Action, Adventure, Drama",4.5,8,T.R. Raghunath,Vyjayanthimala,Rajasulochana,M.N. Rajam
Police,-1958,,Action,6.2,8,Kalidas,Pradeep Kumar,Madhubala,Nadira
Police Ke Peechhe Police,-1989,,Crime,4.6,8,B.R. Ishara,Shafi Inamdar,Rajesh Khanna,Kulbhushan Kharbanda
Prabhat,-1973,120 min,Drama,6.9,8,Sikandar Khanna,Roopesh Kumar,Zaheeda,Jaya Kausalya
Pratibimbo,-2020,21 min,"Crime, Drama, Mystery",7.8,8,Yogesh Ingole,Moumita Goswami,Priyanka Karkera,Abhishail Kharote
Prem Jyoti,-1985,,Romance,4.9,8,Krishna Ghattamaneni,Sridevi,,
Prem Parvat,-1973,,"Drama, Romance",6,8,Ved Rahi,Birbal,Hiralal,Satish Kaul
Puraskar,-1970,,"Action, Comedy, Crime",4.6,8,Ram Kumar,Joy Mukherjee,Sapana,Helen
Pyar Ka Bandhan,-1963,,"Drama, Family, Romance",4.6,8,Naresh Saigal,Raaj Kumar,Nishi,Kumari Naaz
Pyar Ka Saudagar,-1991,136 min,Romance,4.4,8,Kalidas,Aasif Sheikh,Moon Moon Sen,Mandakini
Pyar Pyar,-1993,,"Action, Drama, Romance",4.6,8,Sunil R. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Isha Gupta
Pyasa Darinda,-1990,,Horror,4.9,8,Kapil Dev,Kapil Karzan,Baby Vijaya,
Qawwali Ki Raat,-1964,,Musical,6.1,8,Durgesh Kumar,P.L. Santoshi,Mumtaz,Kamaljit Singh
Raja Harishchandrra,-1979,,"Biography, History",9,8,Ashish Kumar,Ashish Kumar,Neera,Bela Bose
Ranga Mera Naam,-1991,,Action,5.8,8,K. Raghavendra Rao,Nagarjuna Akkineni,Mohan Babu,Vijayshanti
Rani Hindustani,-1995,,Crime,3.4,8,Anil Pandit,Ishrat Ali,Rana Jung Bahadur,Poonam Dasgupta
Relax,-2005,131 min,Thriller,3.2,8,Pradeep C. Shetty,Rohan,Daisy Bopanna,Ali
Reshmi Rumal,-1961,,Romance,4.9,8,Harsukh Jagneshwar Bhatt,Manoj Kumar,Shakila,Kamal Kapoor
Ricky,-1986,,"Drama, Family",5.4,8,Ashok V. Bhushan,Jaymala Adarsh,Parveen Babi,Rakesh Bedi
Run Zindagi Run,-2020,152 min,"Action, Crime, Thriller",7.5,8,Dinesh Parihar,Nitesh Shrivastava,Nidhi Shrivastava,Lokesh Gorker
Rustom Kaun,-1966,131 min,"Action, Adventure",6.2,8,Dharam Kumar,Randhawa,Malika,Tiger Joginder
Saboot Mangta Hain Kanoon,-1994,144 min,"Action, Drama",3.4,8,Suraj Prakash,Raj Babbar,Anita Raj,Shashi Kapoor
Sabrang,-2017,54 min,Drama,6.9,8,Bharti Niranjan,Sonia Albizuri,Ekaansh Bhaardwaaj,Jeet Raidutt
Satyabhama,-2007,,"Drama, Romance",3.8,8,Srihari Nanu,Babloo,Babu Mohan,Raghu Babu
Shadi Ki Raat,-1935,,Horror,5.1,8,Mohan Dayaram Bhavnani,Nargis,S.B. Nayampalli,Fatty Prasad
Shahe Iran,-1934,,,6,8,Maruti Rao,,,
Sher Khan,-1998,,Action,5.4,8,Ambrish Sangal,Sadashiv Amrapurkar,Ankita,Rita Bhaduri
Shera Shamshera,-1990,,"Action, Crime",4.1,8,S.R. Pratap,Raj Babbar,Sonam,Kabir Bedi
Shiv Charan,-1982,,Fantasy,6.4,8,Anil Kumar,Vinod Mehra,Zarina Wahab,Navin Nischol
Shiva Dada,-1991,,Action,5.8,8,K. Raghavendra Rao,Nagarjuna Akkineni,Shanti Priya,Silk Smitha
Shoorveer,-1988,147 min,Drama,5,8,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval
Shravan Kumar,-1984,,Drama,7.5,8,Chandrakant,Chandrima Bhaduri,Abhi Bhattacharya,Bharat Bhushan
Shri Ramanuja,-1943,,,6.5,8,Debaki Bose,Biman Bandopadhyay,Chhayadevi,Hiralal
Sinbad Jahazi,-1952,,Adventure,4,8,Nanabhai Bhatt,Nirupa Roy,,
Sirf Romance: Love by Chance,-2007,160 min,Romance,3.4,8,Raja Bundela,Zeenat Aman,Raj Babbar,Arun Bakshi
Son of Dracula,-2009,94 min,"Fantasy, Horror",5.5,8,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen
Sone Ka Dil Lohe Ke Haath,-1978,,Action,6.5,8,Naresh Kumar,Sudha Chopra,Rajan Haksar,Nasir Hussain
Spy in Rome,-1968,155 min,"Action, Comedy, Romance",4.9,8,B.K. Adarsh,Dev Kumar,Jaymala Adarsh,K.N. Singh
Stalker,-2012,,Thriller,3.5,8,Kishore Bhargav,Kiren Jogi,Priyanka Kothari,Nakul Vaid
Still Standing,-2010,54 min,"Documentary, Biography, Drama",7.5,8,Pankaj Johar,,,
Sur Asur,-1990,,Comedy,6,8,Subrata Bose,Shail Chaturvedi,Rohan Kapoor,Alok Nath
Tadap,-1990,135 min,Drama,5.6,8,Sohanlal Kanwar,Sujata Mehta,Chunky Panday,Nana Patekar
Taj,-1956,138 min,"Drama, Music",6.6,8,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar,Bipin Gupta
Tasveer,-1966,,Action,6,8,J.B.H. Wadia,Feroz Khan,Rajendranath Malhotra,Nasir Hussain
Tere Ishq Nachaya,-2010,122 min,Romance,2.4,8,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh
Teri Talash Mein,-1990,,"Crime, Drama, Horror",3,8,Vinod Talwar,Amala Akkineni,Krishna,Pradeepta
The Indian Post Graduate,-2018,105 min,Drama,4.2,8,Krishna Gopal,Ajay Arya,Shree Radhe Khanduja,
The Thief of Baghdad,-1969,,"Action, Adventure, Drama",6,8,Shriram Bohra,Dara Singh,Nishi,Helen
The Truth... Yathharth,-2002,,Drama,5.2,8,Rajesh Seth,Raghuvir Yadav,Milind Gunaji,Shraddha Nigam
Thunaivan,-1969,155 min,,4.8,8,M.A. Thirumugham,V. Gopalakrishnan,Showkar Janaki,Nagesh
Tu Nahin Aur Sahi,-1960,,"Drama, Romance",5.4,8,Brij,Pradeep Kumar,Kumkum,Nishi
Twinkle Twinkle Little Star,-2005,,Fantasy,4.6,8,Vayalar Madhavan,Shrikant Ram,Neha Pendse,Divya Dutta
Uhi Milte Rahenge,-2016,120 min,Drama,6.1,8,Mehernosh Kapadia,Mehernosh Kapadia,Rusi Mistry,
Veer Amarsingh Rathod,-1970,130 min,"Action, Biography, Drama",7,8,Radhakant,Jeevan,Kamal Kapoor,Dev Kumar
Wapas,-1969,,"Drama, Family",7.4,8,Satyen Bose,Ajay Verekar,Alka,Satyajeet
Yatrik,-1952,,Drama,8.8,8,Kartick Chattopadhyay,Vasant Choudhury,Arundhati Devi,Tulsi Chakraborty
Yodha the Warrior,-2002,,Action,6.6,8,Kirti Reddy,Upendra,,
Zabardast,-2008,,Romance,4.5,8,Prawaal Raman,Ishrat Ali,Ninad Kamat,Priyanka Kothari
Zakhmi Sherni,-2001,,Action,3.2,8,Birbal,Hemant Birje,Chandrashekhar,Dharmendra
Zalzala,-1952,,"Drama, Romance",7.6,8,Paul Zils,Kishore Sahu,Geeta Bali,Dev Anand
Zindagi,-2000,118 min,Romance,2.8,8,Suraj Prakash,Vicky Bhalla,Gayatri,Deepak Jethi
26 January,-1956,,,6.6,7,Ramesh Saigal,Ajit,,
7 Bijliyaan,-1988,126 min,Action,5,7,Raju Saigal,Tina Ambani,Shoma Anand,Krishan Dhawan
A Mermaid Called Aida,-1996,52 min,Documentary,6.4,7,Riyad Vinci Wadia,Aida Banaji,Ajay Mehta,
Aag Ke Sholay,-1988,138 min,"Action, Thriller",3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
Aag Laga Do Sawan Ko,-1991,,"Drama, Romance",5.7,7,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel
Aage Maut Peeche Maut,-2001,78 min,Horror,3.1,7,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
Aaja Sanam,-1994,,"Drama, Romance",3.3,7,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
Aakhri Kasam,-1979,126 min,"Action, Thriller",6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
Aaravalli,-1957,210 min,Horror,5.9,7,Varalakshmi G.,,,
Aawaz,-1956,146 min,Romance,5.1,7,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
Aawaz De Kahan Hai,-1990,,"Drama, Romance",3.7,7,Sibte Hassan Rizvi,Bindu,Annu Kapoor,Satyendra Kapoor
Abroo,-1943,,,3.1,7,Govind Ram,Sitara Devi,Lala Yaqoob,Jagdish Sethi
Adventures of Aladdin,-1978,151 min,Adventure,4.7,7,Homi Wadia,Nazneen,Jayshree T.,Raza Murad
Aisaa Kyon,-2003,,Thriller,3.7,7,B.B. Singh,Ramesh Bhatkar,Sunil Dhawan,Avtar Gill
Aisi Deewangi,-2009,125 min,"Action, Comedy, Drama",4.1,7,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora,Pankaj Berry
Alajh Palajh,-2019,136 min,Comedy,6.9,7,Uttar Kumar,Vikas Balian,Usha Devi,Monu Dhankad
Allah Meharban To Gadha Pehalwan,-1997,149 min,Comedy,4.3,7,Ravindra Arora,Zahid Ali,Shakti Kapoor,Kader Khan
Amma Nagamma,-2001,110 min,"Drama, Fantasy, Thriller",5.6,7,C.H. Balaji Singh Babu,Dhamini,Kumar Govind,Prema
Anjaam,-1968,,"Action, Adventure",5.9,7,Shiv Kumar,Feroz Khan,Shahida,Nisar Ahmad Ansari
Antenna,-2021,84 min,Drama,7.1,7,Shoib Nikash Shah,Imran Khan,Imran Khan,Azmat Khwaja
Apradhi,-1949,,"Crime, Drama, Thriller",6.3,7,Yeshwant Pethkar,Madhubala,Ram Singh,Leela Pandey
Arabian Nights,-1946,,"Adventure, Fantasy",3.6,7,Niren Lahiri,Kanan Devi,Nawab,Molina
Ashirwad,-1943,,,5.9,7,Ramchandra Thakur,Jillo,Lalita Pawar,Balwant Singh
Ashok Vatika,-2018,97 min,Drama,9.3,7,Rahul Mallick,Kunj Anand,Sanjay Bishnoi,Paras Zutshi
Atithi Kab Aoge Shhamshan,-2020,135 min,Comedy,5.9,7,Vipin k Sethie,Manoj Bakshi,Vipin k Sethie,Avnish Pawar
Aurat Ka Inteqam,-1984,,"Action, Drama",4.6,7,B.R. Ishara,Sudhir Dalvi,Mazhar Khan,Vinod Mehra
Baaghi Sultana,-1993,,"Action, Thriller",3.3,7,R. Thakur,Kirti Singh,Vijay Saxena,Vidyashree
Badhu Nirupama,-1987,146 min,Drama,6.9,7,Jugal Debata,Isha Bebarta,Debu Bose,Anu Choudhury
Badkaar,-1986,129 min,Drama,6.7,7,Shiv Kumar,Sanjeev Kumar,Apeksha,Sadhana Singh
Badnaam,-2020,,Romance,6.9,7,Krishna Bhatt,Mohit Sehgal,Priyal Gor,Barkha Bisht
Bajrang Bali,-1956,,Fantasy,6.6,7,Manibhai Vyas,Mahipal,Chandrashekhar,Tiwari
Bal Ramayan,-1956,132 min,,6.1,7,Vijay Bhatt,Prem Adib,Shahu Modak,Shobhna Samarth
Balak Aur Janwar,-1975,,Adventure,5.4,7,Nanabhai Bhatt,Baldev Khosa,Usha Solanki,Randhawa
